2911.712137 12.967 7.611
2911.712374 1.447 7.611
2911.712611 -0.873 7.611
2911.712847 10.787 7.611
2911.713084 -3.313 7.611
2911.713321 14.527 7.611
2911.713558 -6.803 7.611
2911.713794 -1.313 7.611
2911.714031 3.457 7.611
2911.780495 -1.193 4.034
2911.780731 0.767 4.034
2911.780968 8.317 4.034
2911.781204 4.677 4.034
2911.781440 6.277 4.034
2911.781677 7.417 4.034
2911.781914 -0.693 4.034
2911.782388 7.067 4.034
2911.782624 3.047 4.034
2911.782861 -3.033 4.034
2911.783334 -0.503 4.034
2911.848854 6.537 10.932
2911.849090 25.547 10.932
2911.849327 14.317 10.932
2911.849563 11.027 10.932
2911.849800 -1.923 10.932
2911.850037 4.667 10.932
2911.850274 -5.613 10.932
2911.850510 -2.763 10.932
2911.850747 4.557 10.932
2911.851220 15.577 10.932
2911.851456 24.497 10.932
2911.851693 -7.183 10.932
2911.851930 -2.783 10.932
2911.917196 1.497 3.482
2911.917669 5.377 3.482
2911.917906 0.297 3.482
2911.918143 4.727 3.482
2911.918379 0.267 3.482
2911.918616 2.817 3.482
2911.919089 4.497 3.482
2911.919562 3.087 3.482
2911.919798 2.347 3.482
2911.985316 9.157 9.293
2911.985553 -2.193 9.293
2911.985790 11.657 9.293
2911.986027 5.947 9.293
2911.986264 14.007 9.293
2911.986501 -4.353 9.293
2911.986974 -12.363 9.293
2911.987210 -14.153 9.293
2911.987447 -8.143 9.293
2911.987683 -4.313 9.293
2911.987919 4.717 9.293
2911.988157 3.997 9.293
2912.053438 -18.873 8.218
2912.053674 -16.463 8.218
2912.053911 -2.223 8.218
2912.054147 2.997 8.218
2912.054383 -6.943 8.218
2912.054620 7.477 8.218
2912.054856 -5.583 8.218
2912.055330 2.937 8.218
2912.055567 0.327 8.218
2912.055804 -12.473 8.218
2912.056040 0.887 8.218
2912.056277 -10.293 8.218
2912.056514 -11.863 8.218
2912.121795 -1.293 9.962
2912.122032 13.527 9.962
2912.122268 -4.853 9.962
2912.122740 0.737 9.962
2912.122977 -5.913 9.962
2912.123451 -4.303 9.962
2912.123688 -8.173 9.962
2912.123925 -6.963 9.962
2912.124162 10.027 9.962
2912.124399 -17.303 9.962
2912.124635 14.947 9.962
2912.189664 1.627 11.374
2912.189901 -17.253 11.374
2912.190137 4.827 11.374
2912.190374 -1.853 11.374
2912.190611 2.047 11.374
2912.190847 9.557 11.374
2912.191084 -16.323 11.374
2912.191321 -16.423 11.374
2912.191558 7.817 11.374
2912.191795 -0.393 11.374
2912.192031 3.587 11.374
2912.192268 2.457 11.374
2912.192505 20.117 11.374
2912.192742 15.997 11.374
2912.326617 4.767 4.175
2912.326853 7.847 4.175
2912.327327 0.347 4.175
2912.327564 -2.393 4.175
2912.327800 8.747 4.175
2912.328273 -2.943 4.175
2912.328510 2.477 4.175
2912.328746 4.957 4.175
2912.328983 7.087 4.175
2912.329219 8.367 4.175
2912.329456 2.357 4.175
2912.394737 5.947 6.709
2912.395209 1.197 6.709
2912.395446 -7.623 6.709
2912.395683 8.577 6.709
2912.395920 -4.883 6.709
2912.396156 -1.653 6.709
2912.396393 -3.383 6.709
2912.396629 7.827 6.709
2912.396866 -3.943 6.709
2912.397103 5.637 6.709
2912.397340 -7.583 6.709
2912.397576 12.857 6.709
2912.397813 -3.093 6.709
2912.462607 -5.073 6.986
2912.462844 -11.013 6.986
2912.463080 2.827 6.986
2912.463317 -1.673 6.986
2912.463554 12.587 6.986
2912.463790 1.897 6.986
2912.464026 -9.133 6.986
2912.464262 -4.743 6.986
2912.464499 8.267 6.986
2912.464735 0.537 6.986
2912.464972 1.047 6.986
2912.465208 -2.893 6.986
2912.465445 -10.303 6.986
2912.530965 3.757 5.781
2912.531201 7.217 5.781
2912.531438 9.967 5.781
2912.531911 -4.473 5.781
2912.532147 -0.223 5.781
2912.532384 0.667 5.781
2912.532621 9.317 5.781
2912.532857 16.187 5.781
2912.533331 6.147 5.781
2912.533568 10.857 5.781
2912.533805 2.217 5.781
2912.534041 1.227 5.781
2912.598834 1.567 3.482
2912.599070 1.247 3.482
2912.599306 4.887 3.482
2912.599543 1.807 3.482
2912.600017 4.747 3.482
2912.600253 4.427 3.482
2912.600963 2.647 3.482
2912.601200 5.707 3.482
2912.601909 -1.493 3.482
2912.667191 6.017 10.222
2912.667428 -1.073 10.222
2912.667665 -0.863 10.222
2912.667901 -15.753 10.222
2912.668138 -10.683 10.222
2912.668612 -6.063 10.222
2912.668848 1.937 10.222
2912.669085 7.337 10.222
2912.669321 14.717 10.222
2912.669559 -5.243 10.222
2912.670032 15.157 10.222
2912.670269 14.647 10.222
2912.735549 -3.733 6.771
2912.735785 -7.153 6.771
2912.736022 5.917 6.771
2912.736258 4.337 6.771
2912.736495 -13.273 6.771
2912.736731 -2.913 6.771
2912.736969 4.797 6.771
2912.737205 2.617 6.771
2912.737442 -1.203 6.771
2912.737914 -0.823 6.771
2912.738150 1.897 6.771
2912.738624 -14.623 6.771
2912.803904 -1.963 5.783
2912.804141 1.987 5.783
2912.804377 10.807 5.783
2912.804614 1.357 5.783
2912.804851 12.797 5.783
2912.805088 1.817 5.783
2912.805325 5.657 5.783
2912.805797 -6.783 5.783
2912.806034 9.467 5.783
2912.806270 5.067 5.783
2912.806508 2.457 5.783
2912.806745 7.917 5.783
2912.806981 -3.783 5.783
2912.872263 -5.263 9.822
2912.872500 -5.623 9.822
2912.872736 0.157 9.822
2912.872973 14.207 9.822
2912.873209 1.707 9.822
2912.873445 -1.363 9.822
2912.873682 -10.643 9.822
2912.873919 -6.583 9.822
2912.874629 -18.863 9.822
2912.874866 -3.643 9.822
2912.875103 -12.913 9.822
2912.875340 14.227 9.822
2912.940132 -5.953 10.549
2912.940368 9.167 10.549
2912.940605 11.967 10.549
2912.940842 -10.333 10.549
2912.941078 -11.093 10.549
2912.941314 23.697 10.549
2912.941551 -3.623 10.549
2912.941788 4.227 10.549
2912.942024 -6.593 10.549
2912.942261 1.137 10.549
2912.942497 15.497 10.549
2912.942734 8.887 10.549
2912.942972 3.627 10.549
2913.554612 -8.833 5.978
2913.554849 -0.453 5.978
2913.555085 7.897 5.978
2913.555321 -0.283 5.978
2913.555558 13.637 5.978
2913.555795 2.957 5.978
2913.556032 2.037 5.978
2913.556269 -8.943 5.978
2913.556505 6.217 5.978
2913.556742 5.877 5.978
2913.557214 1.717 5.978
2913.557452 -8.353 5.978
2913.557688 3.397 5.978
2913.557925 -3.933 5.978
2913.558160 5.227 5.978
2913.558634 -4.123 5.978
2913.558870 8.977 5.978
2913.559107 -4.253 5.978
2913.559344 2.707 5.978
2913.559817 1.617 5.978
2913.560054 -3.553 5.978
2913.560290 3.187 5.978
2913.560526 -9.183 5.978
2913.560763 1.267 5.978
2913.561000 -4.883 5.978
2913.561236 -4.083 5.978
2913.622731 -1.123 6.214
2913.622967 9.497 6.214
2913.623203 -0.513 6.214
2913.623440 11.617 6.214
2913.623676 -2.923 6.214
2913.623913 -1.513 6.214
2913.624150 3.587 6.214
2913.624387 3.757 6.214
2913.624623 4.367 6.214
2913.625096 -4.053 6.214
2913.625332 0.607 6.214
2913.625569 -1.303 6.214
2913.625806 6.647 6.214
