3289.537005 2.410 8.910
3289.537243 -21.360 8.910
3289.537479 1.000 8.910
3289.537717 -14.280 8.910
3289.537953 -4.760 8.910
3289.538190 -6.870 8.910
3289.538426 -19.170 8.910
3289.538663 -24.180 8.910
3289.538899 -18.240 8.910
3289.539372 -16.980 8.910
3289.539609 -21.170 8.910
3289.539846 -17.770 8.910
3289.540083 -16.310 8.910
3289.540792 -21.490 8.910
3289.541029 -9.480 8.910
3289.541265 -2.650 8.910
3289.541502 -4.560 8.910
3289.541739 -21.620 8.910
3289.541975 -20.980 8.910
3289.542212 -17.720 8.910
3289.542449 -19.100 8.910
3289.542923 -27.320 8.910
3289.543160 -30.380 8.910
3289.543397 -23.500 8.910
3289.543633 -23.820 8.910
3289.604874 -21.600 7.346
3289.605111 -16.520 7.346
3289.605347 -18.390 7.346
3289.605584 -25.690 7.346
3289.605820 -25.700 7.346
3289.606056 -24.260 7.346
3289.606293 -20.320 7.346
3289.606530 -12.600 7.346
3289.606767 -25.960 7.346
3289.607004 -12.100 7.346
3289.607478 -33.740 7.346
3289.607714 -14.230 7.346
3289.607951 -7.490 7.346
3289.608187 -12.630 7.346
3289.608424 -15.200 7.346
3289.608661 -25.480 7.346
3289.608898 -5.910 7.346
3289.609135 -24.770 7.346
3289.609372 -7.410 7.346
3289.609608 -33.490 7.346
3289.609845 -24.370 7.346
3289.610082 -22.580 7.346
3289.610319 -24.810 7.346
3289.610556 -19.550 7.346
3289.610792 -25.010 7.346
3289.611030 -19.380 7.346
3289.611266 -15.360 7.346
3289.673232 -1.320 9.780
3289.673469 -22.100 9.780
3289.673706 -22.460 9.780
3289.673942 -18.260 9.780
3289.674179 -32.370 9.780
3289.674416 -37.950 9.780
3289.674653 -29.980 9.780
3289.674890 -36.100 9.780
3289.675126 -11.090 9.780
3289.675363 -17.280 9.780
3289.675599 -27.920 9.780
3289.675835 -12.370 9.780
3289.676072 -12.590 9.780
3289.676309 -26.710 9.780
3289.676783 -8.740 9.780
3289.677020 -22.590 9.780
3289.677257 -14.160 9.780
3289.677730 -3.880 9.780
3289.677967 -24.070 9.780
3289.678203 -19.680 9.780
3289.678440 -12.120 9.780
3289.678676 -1.970 9.780
3289.678913 -21.710 9.780
3289.679150 -23.220 9.780
3289.679387 -22.860 9.780
3289.679624 -9.010 9.780
3289.741350 2.810 10.769
3289.741587 5.000 10.769
3289.741823 9.020 10.769
3289.742060 -11.590 10.769
3289.742297 -1.090 10.769
3289.742770 2.740 10.769
3289.743007 -14.200 10.769
3289.743244 -13.130 10.769
3289.744190 -20.400 10.769
3289.744427 -9.120 10.769
3289.744664 -10.100 10.769
3289.744901 -32.240 10.769
3289.745137 -19.400 10.769
3289.745374 -31.120 10.769
3289.745611 -20.100 10.769
3289.745848 -27.160 10.769
3289.746085 -20.470 10.769
3289.746321 -12.590 10.769
3289.746558 -14.780 10.769
3289.746795 -18.400 10.769
3289.747032 -17.560 10.769
3289.747269 -18.150 10.769
3289.747506 -16.890 10.769
3289.747742 -29.330 10.769
3289.747980 -11.680 10.769
3289.748216 -21.120 10.769
3289.809710 9.150 9.805
3289.809947 -5.420 9.805
3289.810184 -2.050 9.805
3289.810421 11.690 9.805
3289.810658 -9.920 9.805
3289.812316 -15.890 9.805
3289.813025 -9.490 9.805
3289.813262 -20.700 9.805
3289.813498 -3.140 9.805
3289.813735 -14.590 9.805
3289.813972 -20.880 9.805
3289.814682 -12.080 9.805
3289.814919 4.300 9.805
3289.815156 -6.060 9.805
3289.815392 -9.320 9.805
3289.815866 10.750 9.805
3289.816102 -6.880 9.805
3289.816575 -6.610 9.805
3289.878053 -7.880 11.692
3289.879000 -15.030 11.692
3289.879237 -9.130 11.692
3289.879474 -10.010 11.692
3289.879710 -17.570 11.692
3289.879947 1.060 11.692
3289.880184 -22.280 11.692
3289.880421 -4.160 11.692
3289.880895 -2.290 11.692
3289.881131 -33.150 11.692
3289.881368 -42.170 11.692
3289.881606 -25.100 11.692
3289.881842 -16.780 11.692
3289.882078 -34.170 11.692
3289.882315 -31.510 11.692
3289.882552 3.070 11.692
3289.882788 -29.540 11.692
3289.883262 -23.650 11.692
3289.883498 -17.750 11.692
3289.883735 -28.260 11.692
3289.883972 -17.600 11.692
3289.884209 -15.210 11.692
3289.884446 -22.560 11.692
3289.945936 -14.140 16.157
3289.946172 16.780 16.157
3289.946409 6.760 16.157
3289.946882 -22.840 16.157
3289.947118 5.300 16.157
3289.947355 -4.840 16.157
3289.947592 -23.480 16.157
