BJD,FCAL0,FCAL1,FCAL2,FCAL3,SUNELEV,AIRMASS,SKY,FLAG
57828.190340400004,0.9968514838438857,0.9952308309602209,0.9952308309602209,0.9835593565322319,-12.8051,1.3718,171.0,1.0
57828.1916667,0.9976858528436852,0.9960638434665533,0.9960638434665533,0.9843825999640305,-12.7836,1.3743,171.0,1.0
57828.192990699994,0.9984358484806342,0.9968126197818569,0.9968126197818569,0.9851225950766779,-12.7612,1.3767,173.0,1.0
57828.1958288,1.0039770012923128,1.0023447639443748,1.0023447639443748,0.9905898615473918,-12.7095,1.3821,174.0,1.0
57828.19715469999,1.0027337656287596,1.0011035494981202,1.0011035494981202,0.989363203324898,-12.6838,1.3846,177.0,1.0
57828.198478900005,1.0032645424295816,1.001633463377066,1.001633463377066,0.9898869026894873,-12.657,1.3872,179.0,1.0
57828.1998032,1.001345949785281,0.9997179899262979,0.9997179899262979,0.9879938927704978,-12.6293,1.3897,181.0,1.0
57828.2011273,1.000866633570288,0.9992394529700197,0.9992394529700197,0.9875209678106271,-12.6006,1.3922,184.0,1.0
57828.2024541,0.9994001650218743,0.9977753685646008,0.9977753685646008,0.9860740533151091,-12.5707,1.3948,186.0,1.0
57828.20378019999,0.9998066035510982,0.9981811463175854,0.9981811463175854,0.9864750723482871,-12.5398,1.3973,187.0,1.0
57828.205104299996,0.9989768640371002,0.9973527557705678,0.9973527557705678,0.985656396672217,-12.5081,1.3999,191.0,1.0
57828.2064314,0.998296918800536,0.996673915969694,0.996673915969694,0.9849855179002124,-12.4753,1.4024,193.0,1.0
57828.2077591,0.9974794616004775,0.9958577877683783,0.9958577877683783,0.9841789607643571,-12.4414,1.405,196.0,1.0
57828.2105959,0.9988997239421589,0.997275741087806,0.997275741087806,0.9855802851717849,-12.3657,1.4105,214.0,1.0
57828.21192080001,0.9987684486270223,0.9971446791963553,0.9971446791963553,0.985450760296137,-12.3286,1.413,211.0,1.0
57828.2132461,0.998837171160327,0.9972132900025135,0.9972132900025135,0.9855185664756251,-12.2908,1.4156,214.0,1.0
57828.2145701,0.9995752563823094,0.9979501752664653,0.9979501752664653,0.9862468099880886,-12.2519,1.4182,219.0,1.0
57828.21589430001,0.999750215447814,0.9981248498884812,0.9981248498884812,0.9864194361301731,-12.2119,1.4207,220.0,1.0
57828.217220599996,1.0007430356687232,0.9991160560104194,0.9991160560104194,0.9873990179770741,-12.1711,1.4233,228.0,1.0
57828.2185446,1.0011901276748,0.9995624211469869,0.9995624211469869,0.9878401484091739,-12.1293,1.4259,239.0,1.0
57828.21986930001,1.0017620615150795,1.0001334251534426,1.0001334251534426,0.9884044560207307,-12.0863,1.4285,233.0,1.0
57828.2211934,1.001384144210525,0.9997561222561282,0.9997561222561282,0.9880315779070752,-12.0426,1.4311,246.0,1.0
57828.222520200005,1.001484791040172,0.9998566054570129,0.9998566054570129,0.9881308827008275,-11.9979,1.4336,263.0,1.0
57828.225363100006,0.9993197653256146,0.9976950995798879,0.9976950995798879,0.9859947256772408,-11.8984,1.4392,264.0,1.0
57828.22668860001,0.9996690788882823,0.9980438452384679,0.9980438452384679,0.9863393814544491,-11.8507,1.4418,265.0,1.0
57828.2280148,0.9978428567360211,0.996220592106412,0.996220592106412,0.9845375103492,-11.8018,1.4444,275.0,1.0
57828.2293423,0.9965806417326011,0.9949604291763631,0.9949604291763631,0.9832921258594443,-11.7522,1.447,284.0,1.0
57828.2306671,0.9980798837898,0.9964572338083257,0.9964572338083257,0.9847713768581773,-11.7014,1.4495,292.0,1.0
57828.2319929,0.9980371257774634,0.9964145453107538,0.9964145453107538,0.9847291889858795,-11.6499,1.4521,303.0,1.0
57828.233319000006,0.998690531031516,0.9970668882770668,0.9970668882770668,0.9853738816624178,-11.5971,1.4547,313.0,1.0
57828.2346468,0.9988476461466685,0.9972237479589192,0.9972237479589192,0.9855289017873468,-11.5435,1.4573,325.0,1.0
57828.2359732,0.9990488185754072,0.9974245933272261,0.9974245933272261,0.9857273917607974,-11.4892,1.4599,339.0,1.0
57828.2372976,1.0000214549140716,0.9983956483813035,0.9983956483813035,0.9866870588595588,-11.4337,1.4625,353.0,1.0
57828.240138400004,1.0013436164190137,0.9997156603535513,0.9997156603535513,0.9879915905175928,-11.3123,1.468,426.0,1.0
57828.241464499995,1.001238156861839,0.9996103722495351,0.9996103722495351,0.987887537169751,-11.2539,1.4706,443.0,1.0
57828.2427905,0.9987186593182577,0.9970949708336375,0.9970949708336375,0.9854016348834909,-11.1949,1.4732,501.0,1.0
57828.244114400004,0.9989258277218691,0.9973018024287309,0.9973018024287309,0.9856060408808258,-11.1351,1.4758,511.0,1.0
57828.24544019999,1.000218401069435,0.9985922743471902,0.9985922743471902,0.9868813789132279,-11.074,1.4783,482.0,1.0
57828.246766,0.9979168796518396,0.9962944946778722,0.9962944946778722,0.9846105462353185,-11.0123,1.4809,477.0,1.0
57828.24809380001,0.9975698116177482,0.9959479908971519,0.9959479908971519,0.9842681060445614,-10.9494,1.4835,492.0,1.0
57828.2494226,0.997274451678728,0.9956531111459478,0.9956531111459478,0.9839766844674495,-10.886,1.486,516.0,1.0
57828.2507465,0.9977729626943797,0.9961508116965218,0.9961508116965218,0.9844685482823962,-10.8214,1.4886,542.0,1.0
57828.252071899995,0.99756792990807,0.9959461122467039,0.9959461122467039,0.9842662494258071,-10.7559,1.4912,571.0,1.0
57828.254912699995,0.9993377567029316,0.9977130617073335,0.9977130617073335,0.9860124771555538,-10.6129,1.4966,636.0,1.0
57828.2562409,1.0004273080393515,0.9988008416820773,0.9988008416820773,0.9870875002946337,-10.545,1.4992,674.0,1.0
57828.25756699999,0.9991447486510413,0.9975203674424626,0.9975203674424626,0.9858220426942532,-10.476,1.5017,709.0,1.0
57828.258892900005,0.9984045989117718,0.9967814210176578,0.9967814210176578,0.9850917621930032,-10.4064,1.5043,753.0,1.0
57828.260217400006,0.9996718618630532,0.998046623688757,0.998046623688757,0.9863421273207282,-10.3356,1.5068,805.0,1.0
57828.2615414,0.9990383343021562,0.9974141260990094,0.9974141260990094,0.9857170472859987,-10.2644,1.5093,852.0,1.0
57828.2628671,0.9991105419938212,0.9974862163974563,0.9974862163974563,0.9857882921523623,-10.1919,1.5119,915.0,1.0
57828.2641934,1.0005007733315898,0.9988741875365265,0.9988741875365265,0.9871599859925861,-10.119,1.5144,976.0,1.0
57828.265517199994,1.0007373180543786,0.99911034769161,0.99911034769161,0.9873933766020276,-10.045,1.5169,1033.0,1.0
57828.2668441,1.000749503619392,0.9991225134456776,0.9991225134456776,0.9874053996833774,-9.9704,1.5194,1103.0,1.0
57828.2696855,0.9988613364929618,0.9972374160478357,0.9972374160478357,0.9855424095850571,-9.8076,1.5247,1275.0,1.0
57828.271010899996,0.9980169491642011,0.9963944015000573,0.9963944015000573,0.9847092814097972,-9.7302,1.5272,1357.0,1.0
57828.27233659999,0.9989411506198214,0.9973171004151502,0.9973171004151502,0.9856211594615719,-9.6524,1.5297,1457.0,1.0
57828.2736623,0.9982924236665307,0.9966694281437503,0.9966694281437503,0.9849810827048182,-9.5734,1.5321,1572.0,1.0
57828.274986000004,0.9978145658742301,0.996192347239102,0.996192347239102,0.9845095967208713,-9.494,1.5346,1699.0,1.0
57828.2763092,0.9978624359871129,0.9962401395261125,0.9962401395261125,0.9845568285284045,-9.4139,1.537,1838.0,1.0
57828.2776344,0.9996198664300866,0.9979947127884914,0.9979947127884914,0.9862908252005831,-9.333,1.5394,1991.0,1.0
57828.2789604,0.9978445713606252,0.9962223039434278,0.9962223039434278,0.9845392021108113,-9.2513,1.5418,2164.0,1.0
57828.280289,0.997872841163309,0.9962505277858681,0.9962505277858681,0.984567094960837,-9.1685,1.5443,2358.0,1.0
57828.281612,1.0012783407609103,0.9996504908187626,0.9996504908187626,0.9879271852522932,-9.0849,1.5467,2576.0,1.0
57828.28445390001,0.9993301628295829,0.9977054801798889,0.9977054801798889,0.9860049845397478,-8.9037,1.5518,3134.0,1.0
57828.285777900004,0.9983692285562406,0.9967461081662474,0.9967461081662474,0.9850568634696822,-8.8216,1.554,3460.0,1.0
57828.2871029,1.0257143009318568,1.0240467236983744,1.0240467236983744,1.0120373136430407,-8.732,1.5554,3831.0,1.0
57828.2883978,0.9987441155871231,0.9971203857164227,0.9971203857164227,0.9854267517156678,-8.647,1.5576,4226.0,1.0
57828.28973810001,0.9967707647816407,0.9951502431287393,0.9951502431287393,0.98347971378684,-8.5581,1.56,4703.0,1.0
57828.2910643,0.9962759677756342,0.9946562505496785,0.9946562505496785,0.9829915144585254,-8.4694,1.5624,5256.0,1.0
57828.292405299995,0.9948749492351466,0.9932575097454179,0.9932575097454179,0.9816091772533297,-8.3795,1.5647,5867.0,1.0
57828.293730699996,0.9944532541586482,0.9928365002488206,0.9928365002488206,0.9811931051053563,-8.2893,1.567,6543.0,1.0
57828.2950564,0.9927435897597748,0.9911296153738615,0.9911296153738615,0.9795062375595932,-8.199,1.5693,7314.0,1.0
57828.29638380001,0.9931171511457,0.991502569434275,0.991502569434275,0.979874817836917,-8.1075,1.5716,8180.0,1.0
57829.026044800004,0.9970370715533153,0.9931938352040675,0.9931938352040675,0.9813595758754735,-8.1518,1.1423,5226.0,1.0
57829.0273735,0.9926595902985145,0.988833227639881,0.988833227639881,0.9770509265080818,-8.2461,1.1434,4673.0,1.0
57829.028718199996,0.9928347007217799,0.9890076630724537,0.9890076630724537,0.9772232834801647,-8.3407,1.1446,4159.0,1.0
57829.03004330001,0.9943317488045473,0.9904989405477158,0.9904989405477158,0.9786967918516046,-8.4332,1.1457,3723.0,1.0
57829.0313686,0.994878184348632,0.9910432697699738,0.9910432697699738,0.9792346351967377,-8.5255,1.1469,3350.0,1.0
57829.032696500006,0.9962905709483448,0.9924502121031955,0.9924502121031955,0.9806248133094806,-8.6168,1.1481,3033.0,1.0
57829.0340202,0.9968389904515347,0.9929965176370763,0.9929965176370763,0.9811646094177775,-8.7077,1.1493,2752.0,1.0
57829.035342999996,0.9959263328166286,0.9920873779846975,0.9920873779846975,0.9802663024891137,-8.7975,1.1505,2493.0,1.0
57829.03666590001,0.9986167495722672,0.9947674241054171,0.9947674241054171,0.9829144149029565,-8.8862,1.1518,2277.0,1.0
57829.037989100005,0.9970685840645409,0.9932252262453578,0.9932252262453578,0.9813905928812936,-8.975,1.153,2090.0,1.0
57829.0408276,0.9987149616450752,0.9948652576043296,0.9948652576043296,0.9830110826807821,-9.1625,1.1557,1737.0,1.0
57829.0421505,0.9982979068026816,0.99444981036548,0.99444981036548,0.9826005856441868,-9.2482,1.157,1610.0,1.0
57829.043473599995,0.9965000071016813,0.9926588409519087,0.9926588409519087,0.9808309562709364,-9.3341,1.1583,1491.0,1.0
57829.0447969,0.9946724876174751,0.9908383659292487,0.9908383659292487,0.9790321728584694,-9.4188,1.1596,1382.0,1.0
57829.0461205,0.9959587716718655,0.9921196917992605,0.9921196917992605,0.9802982312730332,-9.5027,1.1609,1283.0,1.0
57829.047462400005,0.9950713717189066,0.9912357124691177,0.9912357124691177,0.9794247848723783,-9.5871,1.1623,1193.0,1.0
57829.048788199994,0.9948180382103502,0.9909833554744505,0.9909833554744505,0.979175434801448,-9.6696,1.1636,1112.0,1.0
57829.050113,0.9953751428991183,0.9915383127154946,0.9915383127154946,0.9797237795287267,-9.7516,1.165,1043.0,1.0
57829.0514381,0.9968837571241812,0.9930411117495356,0.9930411117495356,0.9812086721754573,-9.8325,1.1664,985.0,1.0
57829.05276259999,0.9974796950943997,0.9936347525830335,0.9936347525830335,0.9817952395663676,-9.9127,1.1678,920.0,1.0
57829.055601199994,0.9988733317667285,0.9950230172634178,0.9950230172634178,0.9831669625771784,-10.0822,1.1708,793.0,1.0
57829.05692439999,0.9994912480567772,0.995638551697852,0.995638551697852,0.9837751626989492,-10.1599,1.1722,750.0,1.0
57829.0582505,0.9985819356831571,0.9947327444119229,0.9947327444119229,0.9828801484303986,-10.2372,1.1737,707.0,1.0
57829.0595768,0.9960499170435914,0.9922104858368025,0.9922104858368025,0.9803879434671852,-10.3133,1.1752,669.0,1.0
57829.06090240001,0.9976565083725033,0.9938108843065219,0.9938108843065219,0.981969272617454,-10.3889,1.1766,632.0,1.0
57829.062227999995,0.9981512001044646,0.9943036691713265,0.9943036691713265,0.9824561857745652,-10.4634,1.1781,598.0,1.0
57829.063551600004,0.9976813298970872,0.9938356101526321,0.9938356101526321,0.9819937038462753,-10.537,1.1796,567.0,1.0
57829.064877,0.9968461421788716,0.9930036417969542,0.9930036417969542,0.9811716486907458,-10.6102,1.1811,538.0,1.0
57829.0662041,0.9965853417099167,0.9927438466244631,0.9927438466244631,0.9809149490705372,-10.6825,1.1827,510.0,1.0
57829.067501900005,0.9963751176360104,0.9925344328923439,0.9925344328923439,0.9807080305778414,-10.7523,1.1842,487.0,1.0
57829.0703416,0.9995108469956339,0.9956580750895138,0.9956580750895138,0.9837944534624252,-10.9023,1.1875,440.0,1.0
57829.0716652,0.9986425791533695,0.9947931541223327,0.9947931541223327,0.9829398383375296,-10.9708,1.1891,420.0,1.0
57829.07299099999,0.998403630175367,0.994555126210782,0.994555126210782,0.9827046466135717,-11.0385,1.1907,399.0,1.0
57829.0743153,0.9984312694209437,0.9945826589165357,0.9945826589165357,0.9827318512573013,-11.1056,1.1923,381.0,1.0
57829.0756413,0.9979434046966789,0.9940966747436519,0.9940966747436519,0.9822516577594373,-11.1715,1.1939,365.0,1.0
57829.0769666,0.9987298808179137,0.9948801192688681,0.9948801192688681,0.9830257672632786,-11.2369,1.1955,349.0,1.0
57829.07829299999,0.999462510675494,0.9956099250893288,0.9956099250893288,0.9837468771866924,-11.3011,1.1972,336.0,1.0
57829.0796168,0.998358445197439,0.9945101154054649,0.9945101154054649,0.9826601721280782,-11.3647,1.1988,322.0,1.0
57829.08094090001,0.9979608258192232,0.9941140287137368,0.9941140287137368,0.9822688049507698,-11.4271,1.2005,310.0,1.0
57829.082264699995,0.9979480816186536,0.9941013336376948,0.9941013336376948,0.9822562611410934,-11.4886,1.2022,298.0,1.0
57829.0851018,0.9996054379819479,0.99575230145998,0.99575230145998,0.9838875570920284,-11.6177,1.2058,274.0,1.0
57829.086428400005,0.9987456680619639,0.9948958456585002,0.9948958456585002,0.9830413062673607,-11.6764,1.2075,264.0,1.0
57829.0877545,0.9978996067294506,0.9940530456025831,0.9940530456025831,0.9822085484751695,-11.7342,1.2093,256.0,1.0
57829.08907819999,0.9974754183409027,0.993630492314956,0.993630492314956,0.981791030060906,-11.7914,1.211,252.0,1.0
