# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: flux, datatype: float64}
# - {name: ferr, datatype: float64}
# schema: astropy-2.0
time flux ferr
57097.513834000776 -0.002511458823011329 0.007815302428138212
57097.56383400078 1.744952055105507e-05 0.007485148845242093
57097.61383400078 -0.00022198349130522416 0.007810478902390492
57097.663834000785 -0.0004467493836398375 0.00877151448879732
57097.71383400079 -0.00015412597733334172 0.007253273638854029
57097.81383400079 0.0008217073903171783 0.007013788612409516
57097.8638340008 0.0023927131865458472 0.007913863414436033
57097.9638340008 -0.0007988116789452874 0.006594753618047067
57098.21383400082 0.004477243498223381 0.004794367292785401
57098.26383400082 -0.0002701097171866961 0.007075194780443091
57098.31383400082 0.0003241164109634563 0.0069123899468661
57098.363834000826 0.0004898384597141901 0.006703608455922066
57098.41383400083 -0.0015638088944822104 0.0069309378880687555
57098.46383400083 0.0014957944910915424 0.008983522003852707
57098.66383400084 -0.0030706217532298244 0.008621870599332402
57098.713834000846 -0.0009125201959363239 0.007094620227528027
57098.76383400085 -0.0007020236216760641 0.008416663647806135
57098.81383400085 0.0007576602881802138 0.005707781190622799
57098.863834000855 -0.0007223575515492045 0.006994818703222703
57098.91383400086 -0.0006587828291602805 0.006101480984471789
57098.96383400086 -0.0028478994179033192 0.005827097688095729
57099.01383400086 1.602865111813686e-05 0.007224203892809672
57099.063834000866 -0.0016523515457911963 0.008784706831260458
57099.11383400087 0.0008274422970291676 0.007569589251260551
57099.31383400088 -0.0005960276168442338 0.008150716414405032
57099.363834000884 -0.0016269569868495963 0.006177106230995482
57099.41383400089 -0.00017039504148903223 0.007106419800631641
57099.6638340009 -0.0012905741827412536 0.00836925517793812
57099.713834000904 -1.5226295663829857e-06 0.006821712652755515
57099.76383400091 -0.002168468675939286 0.006521273382006071
57099.81383400091 0.001183178127549465 0.007311740629443759
57100.61383400096 0.00030534936051124884 0.007617710543813935
57100.71383400096 -0.0015344922829462406 0.006444375010614477
57100.763834000965 0.002386869848952499 0.006229343087259555
57100.86383400097 -0.0001387240654331232 0.0062688144399244425
57101.01383400098 -0.002298765470677245 0.008507441051525485
57101.16383400099 0.0019191457552096836 0.007335238120969166
57101.313834001 0.002986939413073482 0.0079343664552087
57101.363834001 -0.0009268319151973806 0.008020277693906763
57101.413834001 -0.0017483525240391809 0.007249073642755407
57101.463834001006 -0.00048022752722720174 0.0073549831008777496
57102.41383400106 0.0004552531666613587 0.00860520784486096
57102.61383400107 0.001389557498800345 0.007074798807014777
57102.663834001076 0.0002429498933704911 0.00850539956955045
57102.71383400108 -0.0001494058272474961 0.006735525267297371
57102.76383400108 0.0003223309889549841 0.007192636781225156
57102.813834001085 -0.0010081517661841778 0.008425355422268485
57103.56383400113 0.0008137550261743567 0.008191167392682419
57103.71383400114 -0.00048574734236863135 0.007877362328879067
57103.76383400114 -0.0002617380100286874 0.008423321612995303
57103.81383400114 0.0022395789408637358 0.007736650419039419
57103.863834001146 0.0018692631590461473 0.0080141536534735
57105.51383400124 0.0024772529439015976 0.00785156013631306
57105.86383400126 0.001151119994660746 0.0075528192114293026
